ZCODE_VERSION,ZONE_DESCRIPTION,NBHD_CONTEXT,ZONE_DISTRICT_GROUP,ZONE_USE_FORM,ZONE_DISTRICT,ZONE_DIST_TYPE,OVERLAY_DISTRICT,WAIVERS,CONDITIONS,PUD_NUM,PUD_STD_ZONE_DIST,ORD_NUM,ORD_YEAR,PBG,NOTES,GIS_NOTE,PUD_DOCUMENT,GLOBALID
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-12,Commercial Mixed Use,UO-1,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN EDGE,E-MS,MS,E-MS-2X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Commercial Corridor  (CC),SUBURBAN,S-CC,CC,S-CC-5,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-5,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,, ,,,{00000000-0000-0000-0000-000000000000}
2010,"Industrial - Mixed Use  (I-MX, M-IMX)",SPECIAL INDUSTRIAL,I,MX,I-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Industrial - Mixed Use  (I-MX, M-IMX)",SPECIAL INDUSTRIAL,I,MX,I-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Industrial - Mixed Use  (I-MX, M-IMX)",SPECIAL INDUSTRIAL,I,MX,I-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Industrial - Mixed Use  (I-MX, M-IMX)",SPECIAL INDUSTRIAL,I,MX,I-MX-3,Commercial Mixed Use,UO-2,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,,I-A,Industrial,UO-2,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,,,,,,216,2016,,,125' North from 25' North of South line B39 & 40,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-12,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-12,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-12,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-2A,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-8,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Commercial Corridor  (CC),SUBURBAN,S-CC,CC,S-CC-3X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN EDGE,E-MS,MS,E-MS-2X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-8,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN EDGE,E-MS,MS,E-MS-2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Commercial Corridor  (CC),SUBURBAN,S-CC,CC,S-CC-3X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-3,Commercial Mixed Use,,,,,,216,2016,,,South 25' Lots 18 & 19 B39 & 40,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",GENERAL URBAN,G-MX,MX,G-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,,CMP-H,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Cherry Creek North  (C-CCN),URBAN CENTER,CCN,,C-CCN-12,Commercial Mixed Use,,,,,,207,2015,,SE portion C-CCN-12 Ord 602-2014,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,UO-2,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-12,Commercial Mixed Use,UO-2,,,,,535,2015,,,Adjust to future parcel,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-16,Commercial Mixed Use,UO-2,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-12,Commercial Mixed Use,,,,,,69,2016,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,,CMP-EI2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3A,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Open Space - Recreation  (OS-B),SPECIAL OPEN SPACE,OS,,OS-B,Open Space,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,,I-A,Industrial,UO-2,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,,CMP-EI2,Commercial Mixed Use,,,,,,573,2011,,,Splits Parcel / Lots,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-12,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,,,,,,319,2014,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-16,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-20,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,,CMP-H2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Cherry Creek North  (C-CCN),URBAN CENTER,CCN,,C-CCN-7,Commercial Mixed Use,,,,,,602,2014,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Cherry Creek North  (C-CCN),URBAN CENTER,CCN,,C-CCN-5,Commercial Mixed Use,,,,,,602,2014,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,,,*,,,562,2012,,,Ord 196-2013 corrected ROW error from 562-2012,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,891,2015,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3,Commercial Mixed Use,,,,,,573,2015,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,,,,,,130,2016,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-5,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Commercial Corridor  (CC),SUBURBAN,S-CC,CC,S-CC-3X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Residential Mixed Use  (RX),URBAN,U-RX,RX,U-RX-5,Residential,,,,,,333,2010,, ,,,{00000000-0000-0000-0000-000000000000}
2010,Special  (O-1),SPECIAL O-1,O,,O-1,O-1,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3A,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,,I-A,Industrial,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-12,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-12,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),GENERAL URBAN,G-MS,MS,G-MS-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-8,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-8,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Commercial Corridor  (CC),SUBURBAN,S-CC,CC,S-CC-3X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-5,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-5,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Residential Mixed Use  (RX),URBAN CENTER,C-RX,RX,C-RX-12,Residential,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Residential Mixed Use  (RX),URBAN CENTER,C-RX,RX,C-RX-12,Residential,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN EDGE,E-MS,MS,E-MS-5,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,UO-2,,,,,333,2010,, ,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-12,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-2,Commercial Mixed Use,,,,,,438,2011,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-2,Commercial Mixed Use,,,,,,333,2010,, ,,,{00000000-0000-0000-0000-000000000000}
2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,,I-A,Industrial,UO-2,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-12,Commercial Mixed Use,,,,,,498,2015,,Before 498-15 was Sub Area 4 (orig ord 655-1981),Need to align to future parcel revision,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-5,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,,CMP-H2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-12,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-12,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,,CMP-H2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,DO-1,,,,,333,2010,,Design Review District,,,{00000000-0000-0000-0000-000000000000}
2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,,CMP-ENT,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,,,,,,316,2014,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-3,Commercial Mixed Use,,,,,,119,2014,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,333,2010,, ,,,{00000000-0000-0000-0000-000000000000}
2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,,CMP-EI2,Commercial Mixed Use,,,,,,197,2013,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,,I-A,Industrial,UO-2,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN EDGE,E-MX,MX,E-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-5,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-2X,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-12,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Campus  (EI, EI2, ENT, H, H2, NWC)",SPECIAL CAMPUS,CMP,,CMP-ENT,Commercial Mixed Use,UO-2,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,UO-2,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,,I-A,Industrial,UO-2,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,,I-A,Industrial,UO-1,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",MASTER PLAN,M-IMX,MX,M-MX-5,Commercial Mixed Use,,,,,,430,2016,,,,,{00000000-0000-0000-0000-000000000000}
2010,Residential Mixed Use  (RX),MASTER PLAN,M-RX,RX,M-RX-5,Residential,,,,,,333,2010,,,(Note code update from MU Comm to Res),,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-3,Commercial Mixed Use,,,,,,352,2014,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Industrial - Light  (I-A),SPECIAL INDUSTRIAL,I,,I-A,Industrial,UO-2,,,,,333,2010,, ,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN,U-MX,MX,U-MX-3,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-8,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-8,Commercial Mixed Use,DO-1,,,,,333,2010,,Design Review District,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",SUBURBAN,S-MX,MX,S-MX-5,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,"Mixed Use  (MX, M-GMX)",URBAN CENTER,C-MX,MX,C-MX-12,Commercial Mixed Use,"UO-1, UO-2",,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN CENTER,C-MS,MS,C-MS-8,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Residential Mixed Use  (RX),URBAN,U-RX,RX,U-RX-5,Residential,,,,,,450,2012,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN EDGE,E-MS,MS,E-MS-2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
2010,Main Street  (MS),URBAN,U-MS,MS,U-MS-2,Commercial Mixed Use,,,,,,333,2010,,,,,{00000000-0000-0000-0000-000000000000}
